Term	POS1	POS2	POS3	POS4		Anger	Disgust	Fear	Happiness	Sadness	Surprise	Polarity1	Polarity2	Polarity3	Polarity4	Polarity_Avg	Emotion_Affected_Polarity	Normalized_Polarity
ραγιάδικος -η -ο	ADJ	ADJ	ADJ	ADJ		2.0	3.0	1.67	1.0	1.33	2.0	-1	0	-1	-1	-0.75	-1.25	-2.4
ραγιαδισμός	NOUN	NOUN	NOUN	NOUN		2.0	3.0	1.67	1.0	1.33	2.0	-1	0	-1	-1	-0.75	-1.25	-2.4
ραγιάς	NOUN	NOUN	NOUN	NOUN		2.25	2.75	1.5	1.0	1.25	1.75	-1	-1	-1	-1	-1.0	-1.49	-2.91
ραγιάς	NOUN	NOUN	NOUN	NOUN		2.0	2.33	1.67	1.0	1.33	1.67	0	-1	-1	-1	-0.75	-1.2	-2.29
ραγίζω	VERB	VERB	VERB	VERB		1.33	1.33	1.67	1.0	3.67	2.33	-1	-1	-1	0	-0.75	-1.23	-2.36
ραλίστας	NOUN	NOUN	NOUN	NOUN		1.0	3.0	1.0	1.0	1.0	2.0	-1	0	-1	0	-0.5	-0.8	-1.44
ραμόλης	NOUN	NOUN	NOUN	NOUN		2.0	3.25	1.0	1.0	1.0	2.0	-1	-1	-1	-1	-1.0	-1.43	-2.78
ραμολί	NOUN	NOUN	NOUN	NOUN		2.0	3.25	1.0	1.0	1.0	2.0	-1	-1	-1	-1	-1.0	-1.43	-2.78
ραμόλι	NOUN	NOUN	NOUN	NOUN		2.33	3.33	1.0	1.0	1.0	1.67	0	-1	-1	-1	-0.75	-1.23	-2.36
ραμολιμέντο	NOUN	NOUN	NOUN	NOUN		2.0	3.25	1.0	1.0	1.0	1.75	-1	-1	-1	-1	-1.0	-1.44	-2.81
ρεβεράντζα	NOUN	NOUN	NOUN	NOUN		1.67	3.0	1.0	1.0	1.33	1.67	-1	0	-1	-1	-0.75	-1.17	-2.23
ρεβεράντζα	NOUN	NOUN	NOUN	NOUN		2.0	3.0	1.0	1.0	1.5	2.0	0	0	-1	-1	-0.5	-0.95	-1.76
ρεμπεσκές	NOUN	NOUN	NOUN	NOUN		1.5	3.25	1.0	1.0	1.0	1.5	-1	-1	-1	-1	-1.0	-1.4	-2.72
ρεταλάκι	NOUN	NOUN	NOUN	NOUN		2.0	3.0	1.0	1.0	1.0	3.0	-1	0	-1	0	-0.5	-0.85	-1.55
ρετάλι	NOUN	NOUN	NOUN	NOUN		1.67	3.67	1.0	1.0	1.0	2.33	-1	-1	-1	0	-0.75	-1.17	-2.23
ρετσέτα	NOUN	NOUN	NOUN	NOUN		1.0	2.0	1.0	1.0	1.0	2.33	-1	0	-1	-1	-0.75	-0.93	-1.72
ρημάδα	NOUN	NOUN	NOUN	NOUN		2.75	2.25	1.0	1.0	1.5	2.5	-1	-1	-1	-1	-1.0	-1.43	-2.78
ρημάδι	NOUN	NOUN	NOUN	NOUN		2.75	2.25	1.0	1.0	1.5	2.5	-1	-1	-1	-1	-1.0	-1.43	-2.78
ρητορεία	NOUN	NOUN	NOUN	NOUN		2.0	2.0	1.0	1.0	1.0	4.0	-0.5	0	-1	0	-0.38	-0.58	-0.97
ριγώ	VERB	VERB	VERB	VERB		1.25	1.75	3.25	1.0	3.5	2.75	-1	-0.5	-1	-1	-0.88	-1.52	-2.98
ρόδινος -η -ο	ADJ	ADJ	ADJ	ADJ		1.0	1.0	1.0	3.25	1.0	2.25	1	1	1	1	1.0	1.36	3.17
ρομάντζα	NOUN	NOUN	NOUN	NOUN		1.0	1.25	1.0	2.5	1.0	2.25	1	1	-1	1	0.5	0.69	1.74
ρομαντικός -ή -ό	ADJ	ADJ	ADJ	ADJ		1.0	1.0	1.0	3.25	1.0	2.5	1	1	1	1	1.0	1.38	3.21
ρομαντισμός	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	3.25	1.0	2.0	1	1	1	1	1.0	1.35	3.15
ρότα	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	3.0	1.0	3.0	0	0	1	0	0.25	0.6	1.55
ρουφήχτρα	NOUN	NOUN	NOUN	NOUN		3.0	3.5	2.0	1.0	1.0	3.0	-1	0	-1	0	-0.5	-1.1	-2.08
ρουφιάνος	NOUN	NOUN	NOUN	NOUN		3.5	4.25	2.0	1.0	1.0	2.5	-1	-1	-1	-1	-1.0	-1.75	-3.47
ρωμαίικος	ADJ	ADJ	ADJ	ADJ		1.0	1.0	1.0	3.0	1.0	3.5	1	0	1	0	0.5	0.88	2.14
ρωμαίικος	ADJ	ADJ	ADJ	ADJ		1.0	1.0	1.0	3.0	1.0	3.0	0	0	1	0	0.25	0.6	1.55
ρωμιά	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	3.0	1.0	3.5	1	0	1	0	0.5	0.88	2.14
ρωμιός	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	3.0	1.0	3.5	1	0	1	0	0.5	0.88	2.14
Ρωμιός	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	3.0	1.0	3.5	1	0	1	0	0.5	0.88	2.14
ρωμιοσύνη	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	2.67	1.0	2.67	1	1	1	0	0.75	1.02	2.44
σαβούρα	NOUN	NOUN	NOUN	NOUN		2.5	3.5	1.0	1.0	1.0	2.25	-1	-1	-1	-1	-1.0	-1.49	-2.91
σαδισμός	NOUN	NOUN	NOUN	NOUN		1.33	2.67	1.33	1.0	1.0	2.67	-1	0	-1	-1	-0.75	-1.05	-1.97
σαδιστής	NOUN	NOUN	NOUN	NOUN		2.0	3.0	1.67	1.0	1.0	2.67	-1	0	-1	-1	-0.75	-1.18	-2.25
σαδιστικός -ή -ό	ADJ	ADJ	ADJ	ADJ		2.0	3.0	1.67	1.0	1.0	2.67	-1	0	-1	-1	-0.75	-1.18	-2.25
σαϊνι	NOUN	NOUN	NOUN	NOUN		1.0	1.25	1.0	3.0	1.0	3.25	1	0	1	0.5	0.62	0.96	2.31
σακατιλίκι	NOUN	NOUN	NOUN	NOUN		1.67	2.67	1.33	1.0	1.33	2.33	-1	0	-1	-1	-0.75	-1.13	-2.14
σακάτισσα	NOUN	NOUN	NOUN	NOUN		2.0	2.67	1.33	1.0	1.33	2.33	-1	0	-1	-1	-0.75	-1.17	-2.23
σαλιαρίζω	VERB	VERB	VERB	VERB		1.5	3.5	1.0	1.0	1.0	2.25	-1	-1	-1	-1	-1.0	-1.39	-2.7
σαλιάρισμα	NOUN	NOUN	NOUN	NOUN		1.5	3.5	1.0	1.0	1.0	2.25	-1	-1	-1	-1	-1.0	-1.39	-2.7
σαμιαμίδι	NOUN	NOUN	NOUN	NOUN		2.0	3.0	1.0	1.0	1.0	2.67	-1	0	-1	-1	-0.75	-1.12	-2.12
σαμιαμίθι	NOUN	NOUN	NOUN	NOUN		2.0	3.0	1.0	1.0	1.0	2.67	-1	0	-1	-1	-0.75	-1.12	-2.12
σαντέζα	NOUN	NOUN	NOUN	NOUN		1.5	2.75	1.0	1.0	1.0	2.0	-1	-1	-1	-1	-1.0	-1.33	-2.57
σαπουνόπερα	NOUN	NOUN	NOUN	NOUN		1.75	2.75	1.0	1.0	1.0	1.75	-1	-1	-1	-1	-1.0	-1.36	-2.63
σαράβαλο	NOUN	NOUN	NOUN	NOUN		1.75	2.5	1.0	1.0	1.0	2.0	-1	-1	-1	-1	-1.0	-1.33	-2.57
σάρκα	NOUN	NOUN	NOUN	NOUN		2.5	3.0	1.0	1.0	1.0	2.5	-1	0	-1	0	-0.5	-0.93	-1.72
σαρκίο	NOUN	NOUN	NOUN	NOUN		3.0	3.0	1.0	1.0	1.0	2.5	-1	0	-1	0	-0.5	-0.97	-1.8
σαρξ	NOUN	NOUN	NOUN	NOUN		3.0	3.0	1.0	1.0	1.0	2.5	-1	0	-1	0	-0.5	-0.97	-1.8
σαστίζω	VERB	VERB	VERB	VERB		1.0	1.25	2.25	1.0	1.5	4.5	-1	-1	-1	-1	-1.0	-1.18	-2.25
σαστισμένος -η -ο	PART	PART	PART	PART		1.0	1.25	2.25	1.0	1.5	4.5	-1	-1	-1	-1	-1.0	-1.18	-2.25
σβίγκος	NOUN	NOUN	NOUN	NOUN		1.5	3.5	1.0	1.0	1.0	2.5	-1	0	-1	0	-0.5	-0.88	-1.61
σεβασμός	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	2.5	1.0	2.25	1	1	1	1	1.0	1.21	2.85
σέβομαι	VERB	VERB	VERB	VERB		1.0	1.0	1.0	2.5	1.0	2.0	1	1	1	1	1.0	1.2	2.83
σεμνύνομαι	VERB	VERB	VERB	VERB		1.0	1.0	1.0	2.75	1.0	2.25	1	1	1	1	1.0	1.26	2.95
σέρνω	VERB	VERB	VERB	VERB		1.67	2.0	1.33	1.0	1.67	1.33	-1	0	-1	-1	-0.75	-1.15	-2.19
σήμερα	ADV	ADV	ADV	ADV		N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0.0	0.0	0.27
σιγουριά	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	3.5	1.0	2.0	1	0	1	0	0.5	0.9	2.19
σιγώ	VERB	VERB	VERB	VERB		1.0	1.0	1.67	1.0	1.33	2.0	-1	0	-1	-1	-0.75	-0.95	-1.76
σιλικονάτος	ADJ	ADJ	ADJ	ADJ		1.5	2.5	1.0	1.0	1.0	2.0	-1	-1	-1	-1	-1.0	-1.3	-2.51
σινάφι	NOUN	NOUN	NOUN	NOUN		2.0	3.25	1.5	1.0	1.0	1.75	-1	-1	-1	-1	-1.0	-1.49	-2.91
σιροπιάζω	VERB	VERB	VERB	VERB		1.0	3.0	1.0	1.0	1.0	1.5	-1	0	-1	0	-0.5	-0.82	-1.48
σιτεμένος	PART	PART	PART	PART		2.0	2.67	1.0	1.0	1.0	2.0	-1	0	-1	-1	-0.75	-1.12	-2.12
σιτεύω	VERB	VERB	VERB	VERB		2.0	3.0	1.0	1.0	1.0	2.5	-1	0	-1	0	-0.5	-0.88	-1.61
σιχαίνομαι	VERB	VERB	VERB	VERB		2.75	4.75	1.0	1.0	1.0	2.0	-1	1	-1	-1	-0.5	-1.15	-2.19
σιχαμάρα	NOUN	NOUN	NOUN	NOUN		2.5	4.75	1.0	1.0	1.0	2.0	-1	1	-1	-1	-0.5	-1.12	-2.12
σιχασιά	NOUN	NOUN	NOUN	NOUN		2.5	4.75	1.0	1.0	1.0	2.0	-1	1	-1	-1	-0.5	-1.12	-2.12
σιωπή	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.5	1.0	1.0	2.5	-1	0	-1	0	-0.5	-0.62	-1.06
σιωπώ	VERB	VERB	VERB	VERB		1.0	1.0	1.67	1.0	1.33	2.0	-1	0	-1	-1	-0.75	-0.95	-1.76
σκανδαλίζω	VERB	VERB	VERB	VERB		1.0	2.0	1.0	1.0	1.0	2.75	-1	-1	-1	-1	-1.0	-1.16	-2.21
σκανδαλιστικός -ή -ό	ADJ	ADJ	ADJ	ADJ		1.0	2.0	1.0	1.0	1.0	2.75	-1	-1	-1	-1	-1.0	-1.16	-2.21
σκασμός	NOUN	NOUN	NOUN	NOUN		3.5	2.5	1.0	1.0	1.0	3.0	-1	-1	-1	-1	-1.0	-1.45	-2.83
σκατά	NOUN	NOUN	NOUN	NOUN		3.5	4.5	1.25	1.0	1.5	3.25	-1	-1	-1	-1	-1.0	-1.71	-3.38
σκατάκια	NOUN	NOUN	NOUN	NOUN		3.0	4.33	1.0	1.0	1.0	3.0	-1	0	-1	-1	-0.75	-1.33	-2.57
σκατένιος	ADJ	ADJ	ADJ	ADJ		4.25	4.75	1.0	1.0	1.0	2.5	-1	-1	-1	-1	-1.0	-1.78	-3.53
σκατής	ADJ	ADJ	ADJ	ADJ		3.0	4.5	1.0	1.0	1.0	2.75	-1	-1	-1	-1	-1.0	-1.61	-3.17
σκατίλα	NOUN	NOUN	NOUN	NOUN		3.25	4.75	1.0	1.0	1.25	3.0	-1	-1	-1	-1	-1.0	-1.67	-3.3
σκατό	NOUN	NOUN	NOUN	NOUN		3.25	4.25	1.0	1.0	1.0	2.5	-1	-1	-1	-1	-1.0	-1.62	-3.19
σκατό	NOUN	NOUN	NOUN	NOUN		2.67	4.0	1.0	1.0	1.0	2.0	0	-1	-1	-1	-0.75	-1.32	-2.55
σκατόγερος	NOUN	NOUN	NOUN	NOUN		4.0	4.25	1.0	1.0	1.0	2.5	-1	-1	-1	-1	-1.0	-1.7	-3.36
σκατόγρια	NOUN	NOUN	NOUN	NOUN		4.0	4.25	1.0	1.0	1.0	2.5	-1	-1	-1	-1	-1.0	-1.7	-3.36
σκατοδουλειά	NOUN	NOUN	NOUN	NOUN		3.5	3.75	1.0	1.0	1.25	2.5	-1	-1	-1	-1	-1.0	-1.62	-3.19
σκατόλογα	NOUN	NOUN	NOUN	NOUN		4.33	4.0	1.0	1.0	1.0	3.0	-1	0	-1	-1	-0.75	-1.43	-2.78
σκατούλα	NOUN	NOUN	NOUN	NOUN		4.0	4.67	1.0	1.0	1.0	3.0	-1	0	-1	-1	-0.75	-1.47	-2.87
σκατουλάκι	NOUN	NOUN	NOUN	NOUN		3.0	4.67	1.0	1.33	1.0	3.0	-1	0	-1	-0.5	-0.62	-1.17	-2.23
σκατούλι	NOUN	NOUN	NOUN	NOUN		3.0	4.33	1.0	1.33	1.0	3.0	-1	0	-1	-0.5	-0.62	-1.14	-2.17
σκατουλίτσα	NOUN	NOUN	NOUN	NOUN		3.0	4.33	1.0	1.33	1.0	3.0	-1	0	-1	-0.5	-0.62	-1.14	-2.17
σκατώνω	VERB	VERB	VERB	VERB		3.67	4.67	1.0	1.0	1.67	3.67	-1	0	-1	-1	-0.75	-1.47	-2.87
σκάω	VERB	VERB	VERB	VERB		3.5	2.5	1.0	1.0	1.0	3.0	-1	-1	-1	-1	-1.0	-1.45	-2.83
σκελετός	NOUN	NOUN	NOUN	NOUN		1.5	3.5	2.0	1.0	1.0	4.0	-1	0	-1	0	-0.5	-0.9	-1.65
σκίρτημα	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	3.75	1.0	3.25	1	1	1	1	1.0	1.51	3.49
σκιρτώ	VERB	VERB	VERB	VERB		1.0	1.0	1.0	3.75	1.0	3.25	1	1	1	1	1.0	1.51	3.49
σκλαβιά	NOUN	NOUN	NOUN	NOUN		2.0	2.5	2.0	1.0	1.5	2.0	-1	-1	-1	-1	-1.0	-1.5	-2.93
σκλάβος	NOUN	NOUN	NOUN	NOUN		2.0	2.5	2.0	1.0	1.5	1.75	-1	-1	-1	-1	-1.0	-1.51	-2.95
σκλαβώνω	VERB	VERB	VERB	VERB		2.0	2.5	2.0	2.5	1.25	2.25	0	0	0	0	0.0	-0.16	-0.07
σκοτίζω	VERB	VERB	VERB	VERB		1.75	1.75	1.0	1.0	1.5	2.25	-1	-1	-1	-1	-1.0	-1.29	-2.49
σκουριάζω	VERB	VERB	VERB	VERB		1.67	2.67	1.0	1.0	1.0	2.33	-1	0	-1	-1	-0.75	-1.07	-2.02
σκυλάραπας	NOUN	NOUN	NOUN	NOUN		3.25	4.5	1.75	1.0	1.0	2.25	-1	-1	-1	-1	-1.0	-1.74	-3.45
σκυλί	NOUN	NOUN	NOUN	NOUN		2.0	1.33	1.0	2.33	1.0	3.0	1	-1	1	0	0.25	0.33	0.97
σκυλί	NOUN	NOUN	NOUN	NOUN		2.5	1.5	1.0	2.0	1.0	2.5	0	-1	1	0	0.0	-0.07	0.12
σκυλο-	OTHER	N/A	OTHER	N/A		3.67	3.33	1.67	1.0	1.0	2.67	-1	-1	-1	0	-0.75	-1.38	-2.68
σκυλολόι	NOUN	NOUN	NOUN	NOUN		2.75	3.5	1.5	1.0	1.0	2.25	-1	-1	-1	-1	-1.0	-1.56	-3.06
σκυλομούρης	NOUN	NOUN	NOUN	NOUN		2.75	3.25	1.5	1.0	1.0	2.25	-1	-1	-1	-1	-1.0	-1.54	-3.02
σμπαραλιάζω	VERB	VERB	VERB	VERB		1.5	1.75	1.0	1.0	2.5	2.0	-1	-1	-1	-1	-1.0	-1.38	-2.68
σόι	NOUN	NOUN	NOUN	NOUN		2.0	2.0	1.0	1.0	1.0	2.5	-1	0	-1	0	-0.5	-0.78	-1.4
σοκάρω	VERB	VERB	VERB	VERB		1.0	2.0	1.5	1.0	1.5	3.75	-1	-1	-1	-1	-1.0	-1.21	-2.31
σουαρέ	NOUN	NOUN	NOUN	NOUN		1.0	2.0	1.0	1.0	1.0	2.0	-1	0	-1	0	-0.5	-0.7	-1.23
σουβλιά	NOUN	NOUN	NOUN	NOUN		1.33	2.33	1.67	1.0	1.67	3.33	-1	0	-1	-1	-0.75	-1.08	-2.04
σουλιμάς	NOUN	NOUN	NOUN	NOUN		1.67	2.33	1.0	1.0	1.0	1.67	-1	0	-1	-1	-0.75	-1.07	-2.02
σουρεάλ	ADJ	ADJ	ADJ	NOUN		1.0	1.67	1.0	1.0	1.0	3.0	-1	0	-1	-0.5	-0.62	-0.74	-1.31
σουρεαλιστικός	ADJ	ADJ	ADJ	ADJ		1.0	1.67	1.0	1.0	1.0	2.67	-1	0	-1	-0.5	-0.62	-0.75	-1.33
σουτ	INTJ	INTJ	NOUN	INTJ		2.33	1.33	1.0	1.0	1.0	3.33	-1	0	-1	-0.5	-0.62	-0.82	-1.48
σουτάρω	VERB	VERB	VERB	VERB		2.33	1.33	1.0	1.0	1.0	2.67	-1	0	-1	-1	-0.75	-0.98	-1.82
σουφραζέτα	NOUN	NOUN	NOUN	NOUN		1.5	2.5	1.0	1.0	1.0	2.0	-1	-1	-1	-1	-1.0	-1.3	-2.51
σοφία	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	3.5	1.0	4.0	1	0	1	0	0.5	1.0	2.4
σοφολογιότατος	ADJ	ADJ	ADJ	ADJ		1.0	1.0	1.0	2.67	1.0	3.0	1	0	1	0.5	0.62	0.9	2.19
σπαράζω	VERB	VERB	VERB	VERB		1.75	2.0	1.0	1.0	4.0	2.75	-1	-1	-1	-1	-1.0	-1.54	-3.02
σπαραξικάρδιος	ADJ	ADJ	ADJ	ADJ		1.0	1.75	1.0	1.0	4.25	2.25	-1	-1	-1	-1	-1.0	-1.49	-2.91
σπαραχτικός -ή -ό	ADJ	ADJ	ADJ	ADJ		1.0	1.75	1.0	1.0	4.25	2.75	-1	-1	-1	-1	-1.0	-1.46	-2.85
σπίτι	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	5.0	1.0	3.0	1	0	1	0	0.5	1.25	2.93
σπιτώνω	VERB	VERB	VERB	VERB		2.33	1.67	1.0	1.0	1.0	2.67	-1	0	-1	-1	-0.75	-1.02	-1.91
σπλαχνικός  -ή -ό	ADJ	ADJ	ADJ	ADJ		1.0	1.0	1.0	2.25	1.75	2.25	1	1	1	1	1.0	1.09	2.59
σπλάχνο	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	3.67	1.0	3.0	1	0	1	1	0.75	1.23	2.89
σπουδαιολόγημα	NOUN	NOUN	NOUN	NOUN		1.0	2.33	1.0	1.0	1.0	1.67	-1	0	-1	-1	-0.75	-1.0	-1.87
σπουδαιολογία	NOUN	NOUN	NOUN	NOUN		1.0	2.33	1.0	1.0	1.0	1.67	-1	0	-1	-1	-0.75	-1.0	-1.87
σπουδαίος	ADJ	ADJ	ADJ	ADJ		1.0	1.0	1.0	3.33	1.0	3.33	1	0	1	1	0.75	1.18	2.78
σταλάζω	VERB	VERB	VERB	VERB		1.0	1.67	1.0	1.67	1.33	1.33	0	0	0	0	0.0	-0.1	0.05
στατικός -ή -ό	ADJ	ADJ	ADJ	ADJ		1.0	1.67	1.0	1.0	1.0	1.33	-1	0	-1	-1	-0.75	-0.95	-1.76
σταχτοπούτα	NOUN	NOUN	NOUN	NOUN		2.0	2.33	1.0	1.0	1.33	3.0	-1	0	-1	-1	-0.75	-1.07	-2.02
στέγνα	NOUN	NOUN	NOUN	NOUN		1.0	2.5	1.0	1.0	1.0	2.0	-1	0	-1	0	-0.5	-0.75	-1.33
στεγνός -ή -ό	ADJ	ADJ	ADJ	ADJ		1.5	2.5	1.0	1.0	1.0	2.0	-1	0	-1	0	-0.5	-0.8	-1.44
στεγνώνω	VERB	VERB	VERB	VERB		1.0	2.5	1.0	1.0	1.0	1.5	-1	0	-1	0	-0.5	-0.77	-1.38
στέκα	NOUN	NOUN	NOUN	NOUN		2.0	2.67	1.0	1.0	1.0	2.33	-1	-1	-1	0	-0.75	-1.1	-2.08
στενάχωρος -η -ο	ADJ	ADJ	ADJ	ADJ		1.0	1.25	1.0	1.0	2.75	1.75	-1	1	-1	-1	-0.5	-0.81	-1.46
στενοχωρημένος -η -ο	PART	PART	PART	PART		1.0	1.25	1.0	1.0	3.25	1.75	-1	1	-1	-1	-0.5	-0.86	-1.57
στενοχώρια	NOUN	NOUN	NOUN	NOUN		1.0	1.25	1.0	1.0	3.25	1.75	-1	1	-1	-1	-0.5	-0.86	-1.57
στενόχωρος -η -ο	ADJ	ADJ	ADJ	ADJ		1.0	1.25	1.0	1.0	3.25	1.75	-1	1	-1	-1	-0.5	-0.86	-1.57
στενοχωρώ	VERB	VERB	VERB	VERB		1.0	1.25	1.0	1.0	3.25	1.75	-1	1	-1	-1	-0.5	-0.86	-1.57
στερεοσκοπία	NOUN	NOUN	NOUN	NOUN		N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0.0	0.0	0.27
στερεότυπος  -η -ο	ADJ	ADJ	ADJ	ADJ		1.0	2.0	1.0	1.0	1.0	1.5	-1	0	-1	0	-0.5	-0.73	-1.29
στερεοφωνία	NOUN	NOUN	NOUN	NOUN		N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0.0	0.0	0.27
στέρηση	NOUN	NOUN	NOUN	NOUN		1.0	1.67	1.0	1.0	2.33	1.33	-1	0	-1	-1	-0.75	-1.08	-2.04
στεριά	NOUN	NOUN	NOUN	NOUN		1.0	1.0	2.0	4.0	1.0	3.0	0.5	0	1	0	0.38	0.83	2.04
στερώ	VERB	VERB	VERB	VERB		1.0	1.33	1.0	1.0	2.33	1.33	-1	0	-1	-1	-0.75	-1.05	-1.97
στηθοκοπιέμαι	VERB	VERB	VERB	VERB		1.5	1.5	1.0	1.0	2.5	2.0	-1	-1	-1	-1	-1.0	-1.35	-2.61
στιλάκι	NOUN	NOUN	NOUN	NOUN		1.67	2.33	1.0	1.67	1.0	2.67	0	0	-1	1	0.0	-0.13	-0.01
στιλιζάρισμα	NOUN	NOUN	NOUN	NOUN		1.0	2.33	1.0	1.0	1.0	2.33	-1	0	-1	-1	-0.75	-0.97	-1.8
στιλιζάρω	VERB	VERB	VERB	VERB		1.0	2.33	1.0	1.0	1.0	2.33	-1	0	-1	-1	-0.75	-0.97	-1.8
στίφη	NOUN	NOUN	NOUN	NOUN		3.0	2.67	1.33	1.0	1.0	2.0	-1	0	-1	-1	-0.75	-1.25	-2.4
στίφη	NOUN	NOUN	NOUN	NOUN		3.0	2.5	1.5	1.0	1.0	1.5	0	0	-1	-1	-0.5	-1.02	-1.91
στολίδι	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	2.75	1.0	2.25	1	1	1	1	1.0	1.26	2.95
στοματικός -ή -ό	ADJ	ADJ	ADJ	ADJ		N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0.0	0.0	0.27
στομάχι	NOUN	NOUN	NOUN	NOUN		1.0	3.5	1.5	1.0	1.5	1.5	0	-1	0	-1	-0.5	-0.98	-1.82
στόμωμα	NOUN	NOUN	NOUN	NOUN		1.5	2.5	1.0	1.0	1.0	1.5	-1	0	-1	0	-0.5	-0.82	-1.48
στοργή	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	3.75	1.0	2.0	1	1	1	1	1.0	1.45	3.36
στοργικός -ή -ό	ADJ	ADJ	ADJ	ADJ		1.0	1.0	1.0	3.75	1.0	2.0	1	1	1	1	1.0	1.45	3.36
στούμπος	NOUN	NOUN	NOUN	NOUN		2.0	2.67	1.0	1.0	1.0	2.0	-1	0	-1	-1	-0.75	-1.12	-2.12
στουμπώνω	VERB	VERB	VERB	VERB		1.67	2.67	1.0	1.0	1.0	2.0	-1	0	-1	-1	-0.75	-1.08	-2.04
στουπί	NOUN	NOUN	NOUN	NOUN		2.0	3.33	1.33	1.67	1.0	2.33	-1	0	-1	-0.5	-0.62	-0.94	-1.74
στουρνάρι	NOUN	NOUN	NOUN	NOUN		2.75	2.75	1.0	1.0	1.0	2.25	-1	-1	-1	-1	-1.0	-1.44	-2.81
στούρνος	NOUN	NOUN	NOUN	NOUN		2.75	2.75	1.0	1.0	1.0	2.25	-1	-1	-1	-1	-1.0	-1.44	-2.81
στραβάδι	NOUN	NOUN	NOUN	NOUN		2.5	2.5	1.0	1.0	1.0	2.25	-1	-1	-1	-1	-1.0	-1.39	-2.7
στραβοκάνης	NOUN	ADJ	NOUN	ADJ		2.25	2.5	1.0	1.0	1.0	2.0	-1	-1	-1	-1	-1.0	-1.38	-2.68
στραβοκατινιάζω	VERB	VERB	VERB	VERB		2.33	2.67	1.0	1.0	1.0	2.33	-1	0	-1	-1	-0.75	-1.13	-2.14
στραβός	ADJ	ADJ	ADJ	ADJ		2.33	2.33	1.0	1.0	1.0	2.33	-1	0	-1	-1	-0.75	-1.1	-2.08
στραβούλιακας	NOUN	NOUN	NOUN	NOUN		3.0	2.5	1.0	1.0	1.0	2.25	-1	-1	-1	-1	-1.0	-1.44	-2.81
στραβωμάρα	NOUN	NOUN	NOUN	NOUN		2.5	2.5	1.0	1.0	1.0	2.5	-1	-1	-1	-1	-1.0	-1.38	-2.68
στραγγαλίζω	VERB	VERB	VERB	VERB		4.0	2.33	1.0	1.0	1.0	2.67	-1	0	-1	-1	-0.75	-1.25	-2.4
στρατιωτάκι	NOUN	NOUN	NOUN	NOUN		2.33	2.67	1.0	1.0	1.0	2.0	-1	0	-1	-1	-0.75	-1.15	-2.19
στρατιώτης	NOUN	NOUN	NOUN	NOUN		2.0	2.0	1.0	1.0	1.0	2.5	-1	0	-1	0	-0.5	-0.78	-1.4
στρατιωτίνα	NOUN	NOUN	NOUN	NOUN		2.0	2.5	1.0	1.0	1.0	2.5	-1	0	-1	0	-0.5	-0.83	-1.5
στρατολογία	NOUN	NOUN	NOUN	NOUN		1.0	2.0	1.0	1.0	1.0	2.0	-1	0	-1	0	-0.5	-0.7	-1.23
στρατός	NOUN	NOUN	NOUN	NOUN		3.0	2.0	1.5	1.0	1.0	2.5	-1	0	-1	0	-0.5	-0.93	-1.72
στρεβλός -ή -ό	ADJ	ADJ	ADJ	ADJ		1.67	2.33	1.0	1.0	1.0	1.67	-1	0	-1	-1	-0.75	-1.07	-2.02
στρογγυλοκάθομαι	VERB	VERB	VERB	VERB		2.33	2.67	1.0	1.0	1.0	2.33	-1	0	-1	-0.5	-0.62	-1.0	-1.87
στυγνός -ή -ό	ADJ	ADJ	ADJ	ADJ		1.75	2.5	2.0	1.0	1.25	2.0	-1	-1	-1	-1	-1.0	-1.45	-2.83
στυφός -ή -ό	ADJ	ADJ	ADJ	ADJ		1.5	2.5	1.0	1.0	1.75	1.75	-1	-1	-1	-1	-1.0	-1.39	-2.7
συγγενής	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	3.5	1.0	3.5	1	0	1	0	0.5	0.98	2.36
συγκεχυμένος -η -ο	ADJ	ADJ	ADJ	PART		1.0	1.33	1.33	1.0	1.0	2.0	-1	0	-1	-1	-0.75	-0.92	-1.7
συγκίνηση	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	3.75	2.5	2.75	1	0.5	1	0.5	0.75	1.09	2.59
